wave,type,slug,title,audience,conversion,priority,status,notes
2,institution,florida-sba,Florida State Board of Administration,allocator,brief,P0,refresh-drafted,Public pension — Wave 21 overwrites /florida-state-board-of-administration-explained/ (FRS Pension $234.84bn unaudited 29 May 2026; live $300bn+). Do not mint /florida-sba/
2,institution,texas-trs,Teacher Retirement System of Texas,allocator,brief,P0,refresh-drafted,Public pension — Wave 20 overwrites /texas-teacher-retirement-system-explained/ ($225.3bn at 31 Aug 2025; live still $295bn / 89.4%). Do not mint /texas-trs/
2,institution,calstrs-vs-calpers,CalSTRS vs CalPERS,allocator,brief,P0,needed,Comparison
106,institution,ohio-opers,OPERS,allocator,brief,P0,drafted-in-repo,Wave 106. Official $158,377,460,244 net position at 31 Dec 2025. Do not mint /opers/ or /opers-explained/
2,institution,opers,OPERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 106 /ohio-opers/
2,institution,ohio-str,STRS Ohio typo twin,allocator,brief,P0,do-not-mint,Do not mint. Typo twin of Wave 184 /ohio-strs/. Do not mint /strs-ohio-explained/
2,institution,michigan-sistf,Michigan State Treasurer / SISTF,allocator,brief,P0,needed,Skip this wake. No official combined SISTF AUM locked. Do not add MPSERS to MSERS. Do not mint /michigan-sistf/ as a second /michigan-mpsers/ page
108,institution,michigan-mpsers,MPSERS,allocator,brief,P0,drafted-in-repo,Wave 108. Official $94,365,768 thousand at 30 Sep 2025. Do not mint /mpsers/ or /mpsers-explained/
2,institution,mpsers,MPSERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 108 /michigan-mpsers/
107,institution,pennsylvania-psers,PSERS,allocator,brief,P0,drafted-in-repo,Wave 107. Official $83,728,862 thousand at 30 Jun 2025. Do not mint /psers/ or /psers-explained/
2,institution,psers,PSERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 107 /pennsylvania-psers/
108,institution,pennsylvania-sers,SERS Pennsylvania,allocator,brief,P0,drafted-in-repo,Wave 108. Official Combined $48,443,614 thousand at 31 Dec 2025. Do not mint /sers-pennsylvania/ or /pennsylvania-sers-explained/
2,institution,sers-pennsylvania,SERS Pennsylvania (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 108 /pennsylvania-sers/
107,institution,new-jersey-division-of-investment,NJ Division of Investment,allocator,brief,P0,drafted-in-repo,Wave 107. Official Pension Fund $84,084 million at 30 Jun 2025. Do not mint /njdoi/
2,institution,njdoi,NJDOI (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 107 /new-jersey-division-of-investment/
107,institution,north-carolina-treasurer,North Carolina Treasurer,allocator,brief,P0,drafted-in-repo,Wave 107. Official Pension Plan $134,096,647 thousand at 30 Jun 2025. Do not mint /ncrs/
2,institution,ncrs,NCRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 107 /north-carolina-treasurer/
106,institution,washington-state-investment-board,WSIB,allocator,brief,P0,drafted-in-repo,Wave 106. Official $233,882,154,639 at 31 Mar 2026. Do not mint /wsib/ or /washington-sib/
2,institution,wsib,WSIB (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 106 /washington-state-investment-board/
107,institution,oregon-pers,Oregon PERS,allocator,brief,P0,drafted-in-repo,Wave 107. Official $108,349,083,336 at 30 Jun 2025. Do not mint /oregon-pers-investments/ or /operf/
2,institution,oregon-pers-investments,Oregon PERS (inventory short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 107 /oregon-pers/
106,institution,massachusetts-prim,PRIM,allocator,brief,P0,drafted-in-repo,Wave 106. Official $115,458,493 thousand at 30 Jun 2025. Do not mint /prim/ or /prit-fund/
2,institution,prim,PRIM (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 106 /massachusetts-prim/
106,institution,virginia-retirement-system,VRS,allocator,brief,P0,drafted-in-repo,Wave 106. Official $124,041,778 thousand at 30 Jun 2025. Do not mint /vrs/ or /vrs-explained/
2,institution,vrs,VRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 106 /virginia-retirement-system/
114,institution,georgia-trs,TRS Georgia,allocator,brief,P0,drafted-in-repo,Wave 114. Official FNP $116,767,912 thousand at 30 Jun 2025. Do not mint /trsga/ or /georgia-trs-explained/
108,institution,illinois-isbi,ISBI,allocator,brief,P0,drafted-in-repo,Wave 108. Official $28,581,051,604 at 30 Jun 2025. Do not mint /isbi/ or /isbi-explained/
2,institution,isbi,ISBI (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 108 /illinois-isbi/
108,institution,illinois-trs,TRS Illinois,allocator,brief,P0,drafted-in-repo,Wave 108. Official DB $77,263,331,616 at 30 Jun 2025. Do not mint /trs-illinois/ or /illinois-trs-explained/
2,institution,trs-illinois,TRS Illinois (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 108 /illinois-trs/
107,institution,lacera,LACERA,allocator,brief,P0,drafted-in-repo,Wave 107. Official $86,187,617,883 at 30 Jun 2025. Do not mint /lacera-explained/ or /los-angeles-lacroa/
2,institution,los-angeles-lacroa,LACERA (typo slug),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 107 /lacera/
108,institution,san-francisco-sfers,SFERS,allocator,brief,P0,drafted-in-repo,Wave 108. Official $37,450,095 thousand at 30 Jun 2025. Do not mint /sfers/ or /sfers-explained/
2,institution,sfers,SFERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 108 /san-francisco-sfers/
109,institution,colorado-pera,Colorado PERA,allocator,brief,P0,drafted-in-repo,Wave 109. Official Combined $82,953,131 thousand at 31 Dec 2025. Do not mint /pera/ or /colorado-pera-explained/
2,institution,pera,Colorado PERA (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 109 /colorado-pera/
109,institution,tennessee-tcrs,TCRS,allocator,brief,P0,drafted-in-repo,Wave 109. Official $74,910,040,763 at 30 Jun 2025. Do not mint /tcrs/ or /tcrs-explained/
2,institution,tcrs,TCRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 109 /tennessee-tcrs/
109,institution,indiana-inprs,INPRS,allocator,brief,P0,drafted-in-repo,Wave 109. Official Combined $54,866,050 thousand at 30 Jun 2025. Do not mint /inprs/ or /inprs-explained/
2,institution,inprs,INPRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 109 /indiana-inprs/
109,institution,maryland-srps,Maryland SRPS,allocator,brief,P0,drafted-in-repo,Wave 109. Official $73,240,774 thousand at 30 Jun 2025. Do not mint /srps/ or /msrps/
2,institution,srps,Maryland SRPS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 109 /maryland-srps/
109,institution,iowa-ipers,IPERS,allocator,brief,P0,drafted-in-repo,Wave 109. Official $46,740,552,174 at 30 Jun 2025. Do not mint /ipers/ or /ipers-explained/
2,institution,ipers,IPERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 109 /iowa-ipers/
110,institution,kentucky-trs,Kentucky TRS,allocator,brief,P0,drafted-in-repo,Wave 110. Official Combined $32,458,776,860 at 30 Jun 2025. Do not mint /kentucky-trs-explained/ or /trs-kentucky/
2,institution,kentucky-trs-explained,Kentucky TRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 110 /kentucky-trs/
110,institution,south-carolina-retirement-systems,South Carolina Retirement Systems,allocator,brief,P0,drafted-in-repo,Wave 110. Official Combined $50,819,016 thousand at 30 Jun 2025. Do not mint /south-carolina-rsic/ or /scrs/
2,institution,south-carolina-rsic,South Carolina RSIC (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 110 /south-carolina-retirement-systems/
110,institution,minnesota-sbi,Minnesota SBI,allocator,brief,P0,drafted-in-repo,Wave 110. Official Total $155,859.3 million at 30 Jun 2025. Do not mint /msbi/ or /minnesota-sbi-explained/
2,institution,msbi,Minnesota SBI (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 110 /minnesota-sbi/
110,institution,nevada-pers,Nevada PERS,allocator,brief,P0,drafted-in-repo,Wave 110. Official $70,797,644,282 at 30 Jun 2025. Do not mint /nvpers/ or /nevada-pers-explained/
2,institution,nvpers,Nevada PERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 110 /nevada-pers/
110,institution,utah-retirement-systems,Utah Retirement Systems,allocator,brief,P0,drafted-in-repo,Wave 110. Official Total Pension Trust Funds $65,271,016 thousand at 31 Dec 2025. Do not mint /utah-urs/ or /urs/
2,institution,utah-urs,Utah URS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 110 /utah-retirement-systems/
111,institution,texas-ers,Texas ERS,allocator,brief,P0,drafted-in-repo,Wave 111. Official total FNP $43,165,849,614 at 31 Aug 2025. Do not mint /texas-ers-explained/ or /ers-texas/
2,institution,texas-ers-explained,Texas ERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 111 /texas-ers/
111,institution,ohio-sers,Ohio SERS,allocator,brief,P0,drafted-in-repo,Wave 111. Official Total $21,081,732,005 at 30 Jun 2025. Do not mint /ohio-sers-explained/ or /sers-ohio/
2,institution,ohio-sers-explained,Ohio SERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 111 /ohio-sers/
111,institution,louisiana-trsl,Louisiana TRSL,allocator,brief,P0,drafted-in-repo,Wave 111. Official $29,334,227,630 at 30 Jun 2025. Do not mint /trsl/ or /louisiana-trs/
2,institution,trsl,Louisiana TRSL (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 111 /louisiana-trsl/
111,institution,oklahoma-opers,Oklahoma OPERS,allocator,brief,P0,drafted-in-repo,Wave 111. Official Combined $13,351,556,235 at 30 Jun 2025. Do not mint /oklahoma-opers-explained/ or /opers/
2,institution,oklahoma-opers-explained,Oklahoma OPERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 111 /oklahoma-opers/
111,institution,missouri-mosers,MOSERS,allocator,brief,P0,drafted-in-repo,Wave 111. Official $9,565,800,614 at 30 Jun 2025. Do not mint /mosers/ or /missouri-mosers-explained/
2,institution,mosers,MOSERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 111 /missouri-mosers/
112,institution,arkansas-pers,Arkansas PERS,allocator,brief,P0,drafted-in-repo,Wave 112. Official FNP $11,932,028,241 at 30 Jun 2025. Do not mint /apers/ or /arkansas-pers-explained/
2,institution,apers,Arkansas PERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 112 /arkansas-pers/
112,institution,mississippi-pers,Mississippi PERS,allocator,brief,P0,drafted-in-repo,Wave 112. Official Combined $36,216,322 thousand at 30 Jun 2025. Do not mint /ms-pers/ or /mississippi-pers-explained/
2,institution,ms-pers,Mississippi PERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 112 /mississippi-pers/
112,institution,idaho-persi,Idaho PERSI,allocator,brief,P0,drafted-in-repo,Wave 112. Official Combined pension-restricted $24,797,083,283 at 30 Jun 2025. Do not mint /persi/ or /idaho-persi-explained/
2,institution,persi,Idaho PERSI (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 112 /idaho-persi/
112,institution,louisiana-lasers,LASERS,allocator,brief,P0,drafted-in-repo,Wave 112. Official $17,223,211,406 at 30 Jun 2025. Do not mint /lasers/ or /louisiana-lasers-explained/
2,institution,lasers,LASERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 112 /louisiana-lasers/
112,institution,oklahoma-trs,Oklahoma TRS,allocator,brief,P0,drafted-in-repo,Wave 112. Official Combined $25,181,260,433 at 30 Jun 2025. Do not mint /oklahoma-trs-explained/ or /oktrs/
2,institution,oklahoma-trs-explained,Oklahoma TRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 112 /oklahoma-trs/
113,institution,arkansas-teacher-retirement,Arkansas Teacher Retirement,allocator,brief,P0,drafted-in-repo,Wave 113. Official FNP $23,741,135,860 at 30 Jun 2025. Do not mint /atrs/ or /arkansas-trs/
2,institution,atrs,ATRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 113 /arkansas-teacher-retirement/
113,institution,missouri-psrs-peers,Missouri PSRS PEERS,allocator,brief,P0,drafted-in-repo,Wave 113. Official Combined $63,124,090,036 at 30 Jun 2025. Do not mint /psrs-peers/ or /missouri-psrs/
2,institution,psrs-peers,PSRS PEERS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 113 /missouri-psrs-peers/
113,institution,south-dakota-retirement-system,South Dakota Retirement System,allocator,brief,P0,drafted-in-repo,Wave 113. Official FNP $15,271,517,603 at 30 Jun 2025. Do not mint /sdrs/ or /south-dakota-retirement-system-explained/
2,institution,sdrs,SDRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 113 /south-dakota-retirement-system/
113,institution,georgia-ers,Georgia ERS,allocator,brief,P0,drafted-in-repo,Wave 113. Official Combined $26,469,880 thousand at 30 Jun 2025. Do not mint /ersga/ or /georgia-ers-explained/
2,institution,ersga,ERSGA (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 113 /georgia-ers/
113,institution,new-hampshire-retirement-system,New Hampshire Retirement System,allocator,brief,P0,drafted-in-repo,Wave 113. Official Combined $13,447,973 thousand at 30 Jun 2025. Do not mint /nhrs/ or /new-hampshire-retirement-system-explained/
2,institution,nhrs,NHRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 113 /new-hampshire-retirement-system/
2,institution,trsga,Georgia TRS (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 114 /georgia-trs/
114,institution,alabama-rsa,Retirement Systems of Alabama,allocator,brief,P0,drafted-in-repo,Wave 114. Official Combined $52,924,886 thousand at 30 Sep 2025. Do not mint /rsa-alabama/ or /alabama-rsa-explained/
2,institution,rsa-alabama,Alabama RSA (short),allocator,brief,P0,do-not-mint,Do not mint. Twin of Wave 114 /alabama-rsa/
